"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"25.12.2003","566,56","565,25","566,56","565,05","-","-0,41%"
"24.12.2003","568,92","570,39","571,16","568,92","-","0,12%"
"23.12.2003","568,22","576,13","576,13","568,22","-","-1,09%"
"22.12.2003","574,48","568,21","574,60","568,21","-","0,86%"
"19.12.2003","569,59","565,26","570,75","565,26","-","3,24%"
"18.12.2003","551,70","544,78","551,70","544,78","-","2,34%"
"17.12.2003","539,11","540,80","541,34","538,84","-","-0,90%"
"16.12.2003","544,03","549,38","549,38","544,03","-","-1,33%"
"15.12.2003","551,35","547,80","551,76","547,80","-","1,91%"
"11.12.2003","541,01","538,75","542,51","538,59","-","0,19%"
"10.12.2003","539,99","545,29","545,89","539,01","-","-0,86%"
"09.12.2003","544,65","539,97","544,65","536,70","-","0,95%"
"08.12.2003","539,52","537,72","541,31","537,72","-","0,96%"
"05.12.2003","534,41","541,24","541,24","533,45","-","-2,70%"
"04.12.2003","549,26","548,28","549,26","546,61","-","0,14%"
"03.12.2003","548,49","535,96","548,49","535,96","-","2,48%"
"02.12.2003","535,23","540,71","540,71","529,45","-","0,90%"
"01.12.2003","530,43","518,58","530,43","516,64","-","0,22%"
"28.11.2003","529,27","543,84","543,84","524,43","-","-2,01%"
"27.11.2003","540,13","534,83","540,13","533,14","-","-0,14%"
"26.11.2003","540,87","531,22","542,75","531,22","-","3,13%"
"25.11.2003","524,46","520,19","524,46","519,18","-","1,69%"
"24.11.2003","515,75","506,91","519,57","506,91","-","2,07%"
"21.11.2003","505,29","496,54","505,29","496,54","-","2,78%"
"20.11.2003","491,63","490,87","491,63","481,66","-","2,28%"
"19.11.2003","480,65","482,98","482,98","469,82","-","-2,91%"
"18.11.2003","495,04","503,00","503,00","494,54","-","-3,20%"
"17.11.2003","511,40","519,80","519,80","511,40","-","-2,86%"
"14.11.2003","526,46","527,83","528,00","526,46","-","-0,06%"
"13.11.2003","526,80","526,54","527,01","524,09","-","1,38%"
"12.11.2003","519,63","526,61","526,61","513,70","-","-1,03%"
"11.11.2003","525,05","532,77","532,77","525,05","-","-2,67%"
"10.11.2003","539,46","544,96","545,22","539,46","-","0,58%"
"06.11.2003","536,36","541,14","541,22","535,52","-","-0,79%"
"05.11.2003","540,65","548,94","548,94","536,04","-","-1,94%"
"04.11.2003","551,35","548,36","558,42","548,12","-","2,45%"
"03.11.2003","538,14","518,62","538,14","518,62","-","6,33%"
"31.10.2003","506,12","503,89","513,96","503,89","-","1,90%"
"30.10.2003","496,66","533,37","533,37","496,66","-","-8,14%"
"29.10.2003","540,67","553,19","553,19","535,51","-","-3,70%"
"28.10.2003","561,45","548,57","565,47","548,57","-","4,93%"
"27.10.2003","535,05","539,66","539,66","510,63","-","-10,06%"
"24.10.2003","594,91","592,16","596,38","592,16","-","1,17%"
"23.10.2003","588,02","589,20","592,46","584,80","-","-1,14%"
"22.10.2003","594,82","608,29","608,29","594,82","-","-4,08%"
"21.10.2003","620,11","639,44","639,44","618,15","-","-3,60%"
"20.10.2003","643,30","649,43","650,09","643,30","-","0,06%"
"17.10.2003","642,92","639,68","643,44","639,68","-","0,70%"
"16.10.2003","638,47","631,87","640,13","631,87","-","1,37%"
"15.10.2003","629,86","634,44","635,32","629,26","-","-1,67%"
"14.10.2003","640,53","630,53","642,43","630,53","-","3,09%"
"13.10.2003","621,32","617,80","621,34","616,76","-","-0,06%"
"10.10.2003","621,70","624,07","625,39","618,88","-","-1,14%"
"09.10.2003","628,87","637,77","637,77","625,05","-","-0,02%"
"08.10.2003","628,98","601,89","628,98","597,42","-","3,15%"
"07.10.2003","609,80","602,91","609,80","601,66","-","2,13%"
"06.10.2003","597,11","590,38","598,55","590,18","-","0,48%"
"03.10.2003","594,26","601,31","607,31","594,26","-","0,99%"
"02.10.2003","588,44","584,37","589,57","584,30","-","2,54%"
"01.10.2003","573,85","566,88","575,31","566,88","-","1,28%"
"30.09.2003","566,62","565,68","568,97","565,21","-","0,51%"
"29.09.2003","563,77","559,00","563,77","558,73","-","1,70%"
"26.09.2003","554,32","556,48","560,02","554,32","-","-0,29%"
"25.09.2003","555,95","558,98","559,43","555,79","-","-0,85%"
"24.09.2003","560,69","557,19","562,44","557,19","-","1,50%"
"23.09.2003","552,38","546,39","553,95","546,39","-","1,51%"
"22.09.2003","544,16","546,92","546,92","542,83","-","-0,49%"
"19.09.2003","546,86","549,40","549,40","545,84","-","-0,97%"
"18.09.2003","552,21","552,17","552,84","533,49","-","0,23%"
"17.09.2003","550,94","558,64","558,64","550,30","-","-1,11%"
"16.09.2003","557,11","549,77","557,11","549,77","-","1,02%"
"15.09.2003","551,51","549,89","552,35","549,89","-","1,45%"
"12.09.2003","543,62","538,98","543,77","538,71","-","0,42%"
"11.09.2003","541,35","543,83","546,70","540,71","-","0,60%"
"10.09.2003","538,10","533,74","538,10","531,23","-","0,26%"
"09.09.2003","536,70","535,37","537,36","535,37","-","0,84%"
"08.09.2003","532,25","537,12","537,12","532,10","-","-1,65%"
"05.09.2003","541,19","546,43","546,43","541,19","-","-0,94%"
"04.09.2003","546,34","535,64","546,96","533,17","-","0,69%"
"03.09.2003","542,60","553,92","554,95","542,39","-","-0,93%"
"02.09.2003","547,72","542,56","547,72","541,78","-","1,33%"
"01.09.2003","540,53","536,16","540,73","536,16","-","1,81%"
"29.08.2003","530,94","527,87","531,00","527,79","-","1,03%"
"28.08.2003","525,52","519,10","525,77","519,10","-","1,70%"
"27.08.2003","516,72","517,39","518,49","514,18","-","-0,06%"
"26.08.2003","517,01","525,44","525,44","515,14","-","-2,02%"
"25.08.2003","527,69","527,17","527,69","524,90","-","0,19%"
"22.08.2003","526,71","524,28","526,71","523,33","-","0,16%"
"21.08.2003","525,86","523,05","526,56","520,00","-","1,76%"
"20.08.2003","516,77","522,62","522,62","515,16","-","-2,19%"
"19.08.2003","528,33","527,88","528,33","524,12","-","0,93%"
"18.08.2003","523,47","515,47","523,47","515,47","-","2,47%"
"15.08.2003","510,84","504,18","513,19","504,18","-","2,61%"
"14.08.2003","497,85","496,52","497,85","493,74","-","0,57%"
"13.08.2003","495,04","494,03","495,91","492,82","-","2,64%"
"12.08.2003","482,31","482,96","483,34","482,31","-","0,27%"
"11.08.2003","481,03","477,10","481,03","477,10","-","1,68%"
"08.08.2003","473,08","469,46","473,08","467,93","-","-0,26%"
"07.08.2003","474,29","471,52","474,29","470,83","-","2,04%"
"06.08.2003","464,83","456,43","464,83","455,78","-","0,99%"
"05.08.2003","460,27","457,61","460,87","456,93","-","1,13%"
"04.08.2003","455,11","455,67","456,57","454,68","-","0,90%"
"01.08.2003","451,05","455,18","455,18","451,05","-","-1,31%"
"31.07.2003","457,02","449,56","457,02","449,56","-","0,97%"
"30.07.2003","452,64","452,58","456,15","452,36","-","0,25%"
"29.07.2003","451,49","453,28","453,28","448,77","-","-1,82%"
"28.07.2003","459,84","463,58","464,63","459,66","-","-0,18%"
"25.07.2003","460,68","457,16","465,24","457,16","-","1,82%"
"24.07.2003","452,45","448,37","452,45","446,01","-","1,93%"
"23.07.2003","443,87","448,35","448,35","442,89","-","-1,31%"
"22.07.2003","449,76","448,26","450,10","445,94","-","1,94%"
"21.07.2003","441,21","437,26","441,21","435,35","-","0,92%"
"18.07.2003","437,20","431,27","439,64","429,31","-","2,24%"
"17.07.2003","427,64","444,26","447,92","427,64","-","-4,69%"
"16.07.2003","448,67","470,31","470,31","448,67","-","-5,19%"
"15.07.2003","473,25","470,96","476,06","470,96","-","0,55%"
"14.07.2003","470,65","463,62","470,65","463,62","-","1,83%"
"11.07.2003","462,20","471,16","472,41","461,40","-","-3,33%"
"10.07.2003","478,14","479,52","483,53","476,05","-","-3,17%"
"09.07.2003","493,77","509,56","509,56","493,77","-","-3,81%"
"08.07.2003","513,33","511,56","513,33","509,01","-","-0,68%"
"07.07.2003","516,82","518,84","521,75","516,67","-","1,52%"
"04.07.2003","509,07","505,31","509,07","504,62","-","0,12%"
"03.07.2003","508,44","510,71","515,06","508,44","-","-1,86%"
"02.07.2003","518,07","507,08","518,07","507,08","-","3,00%"
"01.07.2003","502,96","501,87","502,96","499,19","-","-0,11%"
"30.06.2003","503,51","500,07","503,65","500,07","-","0,85%"
"27.06.2003","499,29","497,95","499,29","497,35","-","0,33%"
"26.06.2003","497,63","504,40","506,36","496,50","-","-0,89%"
"25.06.2003","502,11","493,30","502,11","493,04","-","1,89%"
"24.06.2003","492,82","487,22","493,93","487,22","-","0,58%"
"23.06.2003","489,99","491,28","491,28","486,30","-","-0,36%"
"21.06.2003","491,78","492,14","492,69","491,28","-","0,80%"
"20.06.2003","487,89","484,53","488,55","484,53","-","1,24%"
"19.06.2003","481,90","494,82","494,82","481,90","-","-2,49%"
"18.06.2003","494,23","496,18","496,18","493,04","-","-0,26%"
"17.06.2003","495,50","491,91","497,83","491,91","-","2,10%"
"16.06.2003","485,33","471,95","485,33","471,95","-","4,41%"
"11.06.2003","464,83","462,55","464,83","460,76","-","-0,51%"
"10.06.2003","467,20","471,30","472,13","464,85","-","-0,49%"
"09.06.2003","469,49","471,97","473,15","469,49","-","0,52%"
"06.06.2003","467,06","460,40","467,09","460,40","-","1,42%"
"05.06.2003","460,50","463,18","463,60","460,14","-","0,25%"
"04.06.2003","459,36","460,87","460,87","458,43","-","-0,33%"
"03.06.2003","460,86","458,63","460,86","457,66","-","1,14%"
"02.06.2003","455,66","466,67","466,67","455,52","-","-2,45%"
"30.05.2003","467,10","469,91","469,93","467,10","-","-0,42%"
"29.05.2003","469,06","468,85","469,93","464,63","-","-0,44%"
"28.05.2003","471,15","466,73","471,22","466,73","-","2,18%"
"27.05.2003","461,10","457,68","461,10","456,67","-","0,37%"
"26.05.2003","459,38","455,47","459,38","454,26","-","1,18%"
"23.05.2003","454,03","457,04","459,49","453,59","-","0,66%"
"22.05.2003","451,07","446,15","451,07","446,15","-","1,92%"
"21.05.2003","442,58","446,96","446,96","440,53","-","-0,43%"
"20.05.2003","444,50","449,24","449,24","442,03","-","-3,28%"
"19.05.2003","459,57","450,89","462,64","450,89","-","2,04%"
"16.05.2003","450,40","441,62","450,92","441,62","-","1,73%"
"15.05.2003","442,76","441,06","442,76","440,60","-","1,23%"
"14.05.2003","437,36","433,55","437,36","433,21","-","1,15%"
"13.05.2003","432,40","432,88","434,93","430,71","-","1,13%"
"12.05.2003","427,57","423,78","428,45","423,78","-","2,24%"
"08.05.2003","418,21","422,84","423,88","418,21","-","-1,19%"
"07.05.2003","423,24","425,80","425,80","421,25","-","-0,68%"
"06.05.2003","426,14","431,63","431,63","425,09","-","-1,28%"
"05.05.2003","431,65","422,35","431,66","422,29","-","2,20%"
"30.04.2003","422,37","429,16","429,16","418,84","-","-2,10%"
"29.04.2003","431,44","436,17","436,17","429,89","-","-3,44%"
"28.04.2003","446,82","433,80","449,41","433,80","-","3,82%"
"25.04.2003","430,39","423,24","430,39","422,05","-","2,37%"
"24.04.2003","420,41","424,88","429,25","420,41","-","-2,10%"
"23.04.2003","429,44","423,56","430,19","419,35","-","2,67%"
"22.04.2003","418,28","425,36","425,38","418,28","-","-0,29%"
"21.04.2003","419,49","415,02","421,60","415,02","-","4,13%"
"18.04.2003","402,84","400,71","403,01","400,26","-","2,66%"
"17.04.2003","392,40","391,10","392,57","389,52","-","0,98%"
"16.04.2003","388,58","391,45","394,60","388,58","-","0,47%"
"15.04.2003","386,75","382,05","386,75","382,05","-","1,79%"
"14.04.2003","379,96","375,27","380,14","374,67","-","1,68%"
"11.04.2003","373,69","372,05","374,33","372,05","-","1,12%"
"10.04.2003","369,55","370,52","370,73","369,26","-","-0,34%"
"09.04.2003","370,80","370,95","371,21","369,02","-","0,58%"
"08.04.2003","368,66","364,33","368,86","364,33","-","0,78%"
"07.04.2003","365,79","362,25","365,79","362,25","-","1,00%"
"04.04.2003","362,16","358,47","362,16","358,47","-","-0,33%"
"03.04.2003","363,37","363,63","364,22","363,16","-","0,05%"
"02.04.2003","363,20","362,33","363,27","361,68","-","0,70%"
"01.04.2003","360,66","360,88","361,03","360,66","-","0,09%"
"31.03.2003","360,33","363,68","363,68","359,47","-","-1,64%"
"28.03.2003","366,33","366,98","366,99","366,33","-","0,04%"
"27.03.2003","366,18","365,29","367,50","365,29","-","0,43%"
"26.03.2003","364,61","363,90","364,87","363,39","-","-0,10%"
"25.03.2003","364,98","364,28","365,45","364,28","-","0,55%"
"24.03.2003","363,00","369,14","369,14","361,63","-","-1,51%"
"21.03.2003","368,58","368,25","369,43","367,94","-","0,60%"
"20.03.2003","366,38","363,56","366,56","362,60","-","0,86%"
"19.03.2003","363,24","362,34","364,39","361,56","-","0,18%"
"18.03.2003","362,58","371,72","371,72","362,58","-","-2,57%"
"17.03.2003","372,13","375,95","375,95","371,79","-","-1,95%"
"14.03.2003","379,54","378,82","381,38","378,13","-","-0,49%"
"13.03.2003","381,39","379,78","381,47","378,67","-","0,71%"
"12.03.2003","378,70","386,32","386,32","378,64","-","-1,86%"
"11.03.2003","385,88","391,01","391,01","384,54","-","-1,49%"
"07.03.2003","391,73","394,63","394,66","391,73","-","-1,44%"
"06.03.2003","397,47","396,83","400,38","396,83","-","1,19%"
"05.03.2003","392,80","386,91","392,80","386,91","-","1,04%"
"04.03.2003","388,74","392,33","392,33","388,74","-","-0,64%"
"03.03.2003","391,26","385,49","391,26","385,49","-","2,10%"
"28.02.2003","383,23","380,92","383,23","380,92","-","0,74%"
"27.02.2003","380,42","378,45","380,42","377,88","-","0,41%"
"26.02.2003","378,85","378,87","378,93","377,84","-","0,19%"
"25.02.2003","378,14","376,57","378,17","375,59","-","1,14%"
"21.02.2003","373,88","370,82","373,89","370,33","-","0,85%"
"20.02.2003","370,74","368,20","371,94","368,20","-","0,42%"
"19.02.2003","369,18","373,94","373,94","368,31","-","-1,48%"
"18.02.2003","374,72","372,88","374,97","372,88","-","0,57%"
"17.02.2003","372,60","372,45","372,72","372,26","-","0,46%"
"14.02.2003","370,91","369,04","370,91","368,89","-","0,60%"
"13.02.2003","368,70","370,31","370,31","366,68","-","-0,20%"
"12.02.2003","369,43","373,22","374,66","369,40","-","-0,35%"
"11.02.2003","370,71","366,83","371,19","366,38","-","2,67%"
"10.02.2003","361,08","357,65","362,11","357,65","-","2,16%"
"07.02.2003","353,46","346,35","354,91","346,35","-","2,38%"
"06.02.2003","345,23","346,54","347,23","344,92","-","-0,45%"
"05.02.2003","346,79","346,06","346,90","345,89","-","0,03%"
"04.02.2003","346,69","345,31","348,80","345,31","-","-0,11%"
"03.02.2003","347,06","346,56","347,06","344,97","-","0,43%"
"31.01.2003","345,56","347,00","347,63","345,56","-","-0,63%"
"30.01.2003","347,74","347,24","347,74","346,25","-","0,33%"
"29.01.2003","346,58","346,22","346,58","345,41","-","1,13%"
"28.01.2003","342,72","342,09","342,78","341,75","-","1,98%"
"27.01.2003","336,08","339,12","339,46","335,33","-","-2,11%"
"24.01.2003","343,31","341,11","343,51","339,99","-","0,56%"
"23.01.2003","341,40","344,57","344,57","338,00","-","-0,43%"
"22.01.2003","342,89","342,21","344,93","342,21","-","-0,29%"
"21.01.2003","343,89","355,58","355,58","343,89","-","-3,42%"
"20.01.2003","356,08","355,75","356,77","355,67","-","-0,09%"
"17.01.2003","356,40","359,19","359,19","356,40","-","-1,41%"
"16.01.2003","361,49","361,88","361,94","360,31","-","0,17%"
"15.01.2003","360,88","359,79","361,84","359,79","-","0,45%"
"14.01.2003","359,28","359,90","359,90","359,21","-","-0,32%"
"13.01.2003","360,45","359,58","362,33","359,43","-","0,70%"
"10.01.2003","357,94","359,14","359,55","357,94","-","-0,12%"
"09.01.2003","358,36","355,55","358,36","355,55","-","1,01%"
"08.01.2003","354,77","353,41","355,59","349,90","-","-1,40%"
"05.01.2003","359,79","360,77","360,77","359,70","-","-0,28%"
"04.01.2003","360,79","360,17","360,89","360,12","-","0,48%"
"31.12.2002","359,07","358,86","359,07","358,86","-","0,03%"
"30.12.2002","358,96","358,66","359,03","357,97","-","-0,06%"
"27.12.2002","359,17","354,92","359,17","354,92","-","1,23%"
"26.12.2002","354,82","351,92","354,82","351,92","-","1,02%"
"25.12.2002","351,24","349,98","351,24","349,31","-","-0,38%"
"24.12.2002","352,59","354,07","354,48","352,51","-","-0,46%"
"23.12.2002","354,22","352,99","354,22","352,78","-","0,43%"
"20.12.2002","352,72","349,66","352,72","349,66","-","0,53%"
"19.12.2002","350,87","348,69","351,42","348,69","-","1,28%"
"18.12.2002","346,45","346,82","349,25","345,94","-","-0,25%"
"17.12.2002","347,33","344,10","347,59","344,10","-","2,29%"
"16.12.2002","339,56","342,70","342,70","338,81","-","-0,86%"
"15.12.2002","342,52","341,51","342,63","341,51","-","-0,01%"
"11.12.2002","342,55","347,10","347,10","342,55","-","-1,84%"
"10.12.2002","348,97","350,87","351,24","348,97","-","-0,55%"
"09.12.2002","350,89","352,57","354,86","349,80","-","0,39%"
"06.12.2002","349,52","349,84","350,51","349,46","-","0,48%"
"05.12.2002","347,85","346,60","348,08","346,60","-","0,49%"
"04.12.2002","346,14","352,40","352,40","345,92","-","-1,73%"
"03.12.2002","352,24","357,03","357,03","352,24","-","-2,43%"
"02.12.2002","361,01","363,13","363,53","360,79","-","-0,04%"
"29.11.2002","361,15","359,21","361,15","359,04","-","0,74%"
"28.11.2002","358,48","357,16","358,48","356,63","-","0,64%"
"27.11.2002","356,20","353,64","356,49","353,64","-","0,16%"
"26.11.2002","355,62","359,99","360,27","355,62","-","-0,45%"
"25.11.2002","357,21","355,75","359,29","355,75","-","1,12%"
"22.11.2002","353,24","357,51","357,51","353,23","-","-0,96%"
"21.11.2002","356,67","352,39","356,67","352,39","-","1,50%"
"20.11.2002","351,41","351,61","353,16","350,89","-","0,04%"
"19.11.2002","351,27","348,85","351,66","347,32","-","-0,60%"
"18.11.2002","353,40","352,25","353,63","351,85","-","0,89%"
"15.11.2002","350,28","349,79","352,42","349,79","-","0,41%"
"14.11.2002","348,85","351,67","351,67","347,96","-","-1,09%"
"13.11.2002","352,69","355,14","355,14","351,77","-","-0,20%"
"12.11.2002","353,38","349,68","353,75","349,46","-","1,98%"
"11.11.2002","346,52","345,84","346,52","343,39","-","-0,06%"
"10.11.2002","346,72","346,86","346,92","345,39","-","-0,34%"
"06.11.2002","347,92","349,79","349,79","347,41","-","-1,12%"
"05.11.2002","351,86","358,53","358,53","351,86","-","-1,89%"
"04.11.2002","358,65","360,05","360,05","356,89","-","0,34%"
"01.11.2002","357,45","358,76","358,85","357,04","-","-0,33%"
"31.10.2002","358,65","355,70","358,65","355,70","-","1,68%"
"30.10.2002","352,71","349,02","352,71","347,98","-","1,00%"
"29.10.2002","349,22","353,39","353,52","348,76","-","-1,01%"
"28.10.2002","352,80","351,84","353,85","351,84","-","1,11%"
"25.10.2002","348,94","347,52","348,94","347,38","-","0,12%"
"24.10.2002","348,53","353,29","354,33","348,53","-","-2,52%"
"23.10.2002","357,53","358,46","358,46","355,76","-","-0,13%"
"22.10.2002","358,01","362,33","362,44","357,49","-","-0,62%"
"21.10.2002","360,23","357,27","360,36","357,27","-","0,78%"
"18.10.2002","357,43","360,53","360,53","355,70","-","-0,40%"
"17.10.2002","358,85","355,22","360,19","354,03","-","1,78%"
"16.10.2002","352,56","350,71","352,92","350,71","-","0,65%"
"15.10.2002","350,29","340,32","350,29","340,32","-","3,17%"
"14.10.2002","339,52","341,75","342,06","339,52","-","-0,88%"
"11.10.2002","342,53","343,58","344,56","342,53","-","0,31%"
"10.10.2002","341,47","346,85","347,61","340,43","-","-2,02%"
"09.10.2002","348,51","354,40","354,54","348,51","-","-1,42%"
"08.10.2002","353,52","355,26","355,26","353,13","-","-0,36%"
"07.10.2002","354,81","349,00","357,46","348,66","-","0,82%"
"04.10.2002","351,91","348,38","351,91","348,04","-","1,55%"
"03.10.2002","346,54","342,13","349,97","342,13","-","1,50%"
"02.10.2002","341,42","341,59","343,98","341,42","-","1,86%"
"01.10.2002","335,18","333,25","335,18","333,25","-","0,34%"
"30.09.2002","334,06","339,43","340,06","334,06","-","-2,35%"
"27.09.2002","342,11","345,40","345,40","341,79","-","-1,39%"
"26.09.2002","346,94","347,09","347,09","344,66","-","1,13%"
"25.09.2002","343,06","338,49","343,06","337,58","-","2,37%"
"24.09.2002","335,12","333,40","336,69","333,40","-","1,06%"
"23.09.2002","331,61","336,90","337,20","331,61","-","-0,58%"
"20.09.2002","333,56","324,10","333,78","324,10","-","2,80%"
"19.09.2002","324,46","328,11","328,48","324,16","-","-1,61%"
"18.09.2002","329,77","330,75","330,75","328,57","-","-3,12%"
"17.09.2002","340,38","337,20","340,44","337,20","-","1,65%"
"16.09.2002","334,84","335,29","335,56","334,63","-","-0,67%"
"13.09.2002","337,11","342,21","342,21","337,11","-","-2,14%"
"12.09.2002","344,47","344,15","347,06","344,15","-","-0,71%"
"11.09.2002","346,94","343,13","346,94","342,62","-","0,98%"
"10.09.2002","343,59","335,08","343,70","335,08","-","2,66%"
"09.09.2002","334,70","336,78","337,14","334,70","-","-0,23%"
"06.09.2002","335,47","331,99","336,75","331,75","-","1,12%"
"05.09.2002","331,77","335,30","335,90","331,49","-","-0,76%"
"04.09.2002","334,30","328,55","335,25","328,55","-","1,63%"
"03.09.2002","328,93","328,35","330,04","325,41","-","-0,15%"
"02.09.2002","329,44","333,73","333,73","328,94","-","-1,04%"
"30.08.2002","332,90","337,02","337,02","332,90","-","-0,46%"
"29.08.2002","334,44","340,63","340,63","334,22","-","-3,77%"
"28.08.2002","347,54","352,87","352,87","347,54","-","-1,57%"
"27.08.2002","353,09","346,39","353,09","346,39","-","2,51%"
"26.08.2002","344,46","346,96","347,22","344,46","-","-0,84%"
"23.08.2002","347,39","354,08","354,08","347,28","-","-1,92%"
"22.08.2002","354,19","353,69","355,14","352,72","-","1,07%"
"21.08.2002","350,43","348,73","350,43","348,73","-","0,77%"
"20.08.2002","347,76","353,17","353,17","347,41","-","-0,05%"
"19.08.2002","347,94","341,23","348,71","341,23","-","2,28%"
"16.08.2002","340,18","339,86","340,63","339,34","-","0,09%"
"15.08.2002","339,89","340,27","342,71","339,89","-","1,43%"
"14.08.2002","335,09","330,47","335,09","330,47","-","1,55%"
"13.08.2002","329,96","326,06","329,96","326,06","-","1,54%"
"12.08.2002","324,97","324,25","325,92","324,25","-","0,06%"
"09.08.2002","324,78","331,00","331,00","324,30","-","-1,55%"
"08.08.2002","329,91","327,29","332,18","327,16","-","1,26%"
"07.08.2002","325,81","322,95","326,79","321,02","-","3,76%"
"06.08.2002","313,99","305,56","313,99","305,56","-","-0,76%"
"05.08.2002","316,40","321,64","321,64","315,30","-","-3,52%"
"02.08.2002","327,96","329,39","330,14","327,96","-","-1,31%"
"01.08.2002","332,30","332,90","335,27","332,26","-","1,86%"
"31.07.2002","326,23","333,13","333,16","326,23","-","-1,88%"
"30.07.2002","332,48","336,70","336,70","332,14","-","-0,95%"
"29.07.2002","335,66","322,79","335,66","322,79","-","3,98%"
"26.07.2002","322,80","318,05","322,80","315,54","-","0,66%"
"25.07.2002","320,67","335,48","336,97","320,67","-","-1,32%"
"24.07.2002","324,96","339,86","339,86","324,67","-","-7,39%"
"23.07.2002","350,89","353,34","355,44","350,89","-","-1,60%"
"22.07.2002","356,59","358,41","358,41","355,76","-","-3,28%"
"19.07.2002","368,70","375,69","375,69","368,38","-","-2,28%"
"18.07.2002","377,29","375,55","377,29","373,77","-","0,19%"
"17.07.2002","376,56","369,27","376,56","369,27","-","1,95%"
"16.07.2002","369,34","373,33","373,99","368,53","-","-1,24%"
"15.07.2002","373,97","379,45","379,45","373,97","-","-1,33%"
"12.07.2002","379,01","383,97","383,97","379,01","-","-0,08%"
"11.07.2002","379,33","387,68","387,68","379,33","-","-3,03%"
"10.07.2002","391,17","386,67","391,17","386,67","-","1,90%"
"09.07.2002","383,88","381,21","383,88","380,66","-","1,01%"
"08.07.2002","380,03","377,13","380,43","375,80","-","0,74%"
"05.07.2002","377,22","369,65","377,53","369,65","-","3,53%"
"04.07.2002","364,37","366,03","367,32","363,55","-","1,43%"
"03.07.2002","359,25","354,51","359,25","350,10","-","0,83%"
"02.07.2002","356,29","359,77","359,77","355,46","-","-1,52%"
"01.07.2002","361,78","351,42","361,98","351,42","-","2,26%"
"28.06.2002","353,79","355,72","355,72","345,46","-","0,24%"
"27.06.2002","352,94","342,72","352,94","338,82","-","5,08%"
"26.06.2002","335,89","333,72","335,89","332,52","-","-2,76%"
"25.06.2002","345,44","349,99","351,36","345,29","-","0,43%"
"24.06.2002","343,97","348,57","350,25","343,86","-","-1,50%"
"21.06.2002","349,22","341,78","349,22","338,86","-","-0,27%"
"20.06.2002","350,15","359,28","360,44","349,74","-","-2,25%"
"19.06.2002","358,22","362,86","362,86","356,34","-","-2,53%"
"18.06.2002","367,51","375,96","375,96","366,39","-","-2,28%"
"17.06.2002","376,09","380,28","380,28","376,09","-","-0,68%"
"14.06.2002","378,65","388,08","388,08","378,65","-","-3,17%"
"13.06.2002","391,06","395,89","396,09","391,06","-","-1,28%"
"11.06.2002","396,15","394,42","396,15","393,08","-","-0,14%"
"10.06.2002","396,70","394,29","397,67","394,29","-","1,79%"
"07.06.2002","389,74","393,10","393,10","387,34","-","-1,39%"
"06.06.2002","395,22","389,58","395,95","389,58","-","2,07%"
"05.06.2002","387,20","384,51","387,20","382,52","-","0,78%"
"04.06.2002","384,19","386,05","386,05","381,68","-","-1,83%"
"03.06.2002","391,37","392,07","392,72","391,33","-","0,03%"
"31.05.2002","391,26","378,62","391,26","375,64","-","3,23%"
"30.05.2002","379,00","392,44","392,44","379,00","-","-0,59%"
"29.05.2002","381,26","383,68","384,14","376,84","-","-2,12%"
"28.05.2002","389,50","407,48","407,48","387,50","-","-4,01%"
"27.05.2002","405,79","402,07","405,79","402,07","-","0,72%"
"24.05.2002","402,89","404,75","405,57","401,55","-","-3,03%"
"23.05.2002","415,50","417,28","422,16","415,50","-","0,35%"
"22.05.2002","414,07","418,30","418,50","413,23","-","-1,65%"
"21.05.2002","421,02","421,40","421,56","420,00","-","-1,04%"
"20.05.2002","425,43","419,40","426,91","419,40","-","1,36%"
"18.05.2002","419,71","417,12","419,71","417,12","-","0,64%"
"17.05.2002","417,05","408,20","417,27","408,18","-","2,72%"
"16.05.2002","406,00","401,59","406,06","400,36","-","0,90%"
"15.05.2002","402,36","407,29","407,29","402,36","-","-0,14%"
"14.05.2002","402,91","393,29","403,24","393,29","-","5,12%"
"13.05.2002","383,28","382,23","383,28","378,38","-","0,50%"
"08.05.2002","381,39","373,38","381,39","373,38","-","2,26%"
"07.05.2002","372,96","382,03","382,03","372,30","-","-3,44%"
"06.05.2002","386,25","388,13","388,39","385,27","-","0,04%"
"30.04.2002","386,10","390,37","390,48","385,43","-","-1,47%"
"29.04.2002","391,85","393,09","394,02","391,85","-","0,09%"
"27.04.2002","391,51","392,89","392,90","389,55","-","-0,62%"
"26.04.2002","393,95","385,25","393,95","385,25","-","2,91%"
"25.04.2002","382,81","387,21","387,52","382,49","-","-0,57%"
"24.04.2002","385,02","379,87","386,59","379,87","-","1,03%"
"23.04.2002","381,11","376,33","383,71","376,33","-","0,35%"
"22.04.2002","379,77","387,72","387,72","379,77","-","-1,79%"
"19.04.2002","386,71","387,49","387,49","381,97","-","-0,04%"
"18.04.2002","386,85","380,56","389,21","380,56","-","2,86%"
"17.04.2002","376,11","374,39","376,24","374,27","-","1,31%"
"16.04.2002","371,25","378,08","378,08","370,21","-","-0,27%"
"15.04.2002","372,27","361,82","374,04","361,82","-","3,72%"
"12.04.2002","358,91","367,77","367,77","358,72","-","-2,04%"
"11.04.2002","366,38","368,28","368,28","362,05","-","-0,33%"
"10.04.2002","367,60","359,61","367,60","359,61","-","2,74%"
